"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Mario"	"Andretti"	"AND"	"Lotus Ford"
"2"	"Carlos"	"Reutemann"	"REU"	"Ferrari"
"3"	"Alan "	"Jones"	"JON"	"Williams Ford"
"4"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"5"	"Niki"	"Lauda"	"LAU"	"Brabham Alfa Romeo"
"6"	"James"	"Hunt"	"HUN"	"McLaren Ford"
"7"	"John"	"Watson"	"WAT"	"Brabham Alfa Romeo"
"8"	"Jean-Pierre"	"Jarier"	"JAR"	"Lotus Ford"
"9"	"Jean-Pierre"	"Jabouille"	"JAB"	"Renault"
"10"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"11"	"Jody"	"Scheckter"	"SCH"	"Wolf Ford"
"12"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"13"	"Emerson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
"14"	"Hans-Joachim"	"Stuck"	"STU"	"Shadow Ford"
"15"	"Keke"	"Rosberg"	"ROS"	"ATS Ford"
"16"	"Didier"	"Pironi"	"PIR"	"Tyrrell Ford"
"17"	"Clay"	"Regazzoni"	"REG"	"Shadow Ford"
"18"	"Patrick"	"Tambay"	"TAM"	"McLaren Ford"
"19"	"Derek"	"Daly"	"DAL"	"Ensign Ford"
"20"	"Bobby"	"Rahal"	"RAH"	"Wolf Ford"
"21"	"Rene"	"Arnoux"	"ARN"	"Surtees Ford"
"22"	"Rolf"	"Stommelen"	"STO"	"Arrows Ford"
"23"	"Hector"	"Rebaque"	"REB"	"Lotus Ford"
"24"	"Brett"	"Lunger"	"LUN"	"Ensign Ford"
"25"	"Michael"	"Bleekemolen"	"BLE"	"ATS Ford"
"26"	"Arturo"	"Merzario"	"MER"	"Merzario Ford"
