"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Jody"	"Scheckter"	"SCH"	"Tyrrell Ford"
"2"	"Carlos"	"Reutemann"	"REU"	"Brabham Ford"
"3"	"Patrick"	"Depailler"	"DEP"	"Tyrrell Ford"
"4"	"Carlos"	"Pace"	"PAC"	"Brabham Ford"
"5"	"Niki"	"Lauda"	"LAU"	"Ferrari"
"6"	"Jochen"	"Mass"	"MAS"	"McLaren Ford"
"7"	"Rolf"	"Stommelen"	"STO"	"Hill Ford"
"8"	"Mark"	"Donohue"	"DON"	"Penske Ford"
"9"	"Tom"	"Pryce"	"PRY"	"Shadow Ford"
"10"	"Ronnie"	"Peterson"	"PET"	"Lotus Ford"
"11"	"Guy  "	"Tunmer"	"TUN"	"Lotus Ford"
"12"	"Jacky"	"Ickx"	"ICK"	"Lotus Ford"
"13"	"Eddie "	"Keizan"	"KEI"	"Lotus Ford"
"14"	"Dave"	"Charlton"	"CHA"	"McLaren Ford"
"15"	"Bob"	"Evans"	"EVA"	"BRM"
"16"	"Clay"	"Regazzoni"	"REG"	"Ferrari"
"17"	"Mario"	"Andretti"	"AND"	"Parnelli Ford"
"NC"	"Jacques"	"Laffite"	"LAF"	"Frank Williams Racing Cars/Williams"
"NC"	"Emerson"	"Fittipaldi"	"FIT"	"McLaren Ford"
"NC"	"Ian"	"Scheckter"	"SCH"	"Tyrrell Ford"
"NC"	"James"	"Hunt"	"HUN"	"Hesketh Ford"
"NC"	"Jean-Pierre"	"Jarier"	"JAR"	"Shadow Ford"
"NC"	"Lella"	"Lombardi"	"LOM"	"March Ford"
"NC"	"Arturo"	"Merzario"	"MER"	"Frank Williams Racing Cars/Williams"
"NC"	"John"	"Watson"	"WAT"	"Surtees Ford"
"NC"	"Vittorio"	"Brambilla"	"BRA"	"March Ford"
"NC"	"Wilson"	"Fittipaldi"	"FIT"	"Fittipaldi Ford"
