"positions"	"names"
"2"	"Nino Farina"
"3"	"Luigi Fagioli"
"10"	"Louis Rosier"
"8"	"Prince Bira"
"12"	"Felice Bonetto"
"11"	"Toulo de Graffenried"
"15"	"Nello Pagani"
"18"	"Harry Schell"
"16"	"Louis Chiron"
"14"	"Johnny Claes"
"17"	"Toni Branca"
"1"	"Juan Manuel Fangio"
"6"	"Philippe Etancelin"
"9"	"Eugene Martin"
"13"	"Raymond Sommer"
"4"	"Luigi Villoresi"
"5"	"Alberto Ascari"
"7"	"Yves Giraud Cabantous"
