"positions"	"names"
"2"	"Juan Manuel Fangio"
"1"	"Jose Froilan Gonzalez"
"7"	"Hans Herrmann"
"12"	"Roberto Mieres"
"9"	"Sergio Mantovani"
"8"	"Ken Wharton"
"11"	"Umberto Maglioli"
"16"	"Jacques Swaters"
"5"	"Karl Kling"
"4"	"Maurice Trintignant"
"6"	"Mike Hawthorn"
"13"	"Harry Schell"
"3"	"Stirling Moss"
"15"	"Fred Wacker"
"14"	"Jean Behra"
"10"	"Clemar Bucci"
"<br>"	"Robert Manzon"
