"positions"	"names"
"1"	"Juan Manuel Fangio"
"6"	"Maurice Trintignant"
"9"	"Stirling Moss"
"5"	"Mike Hawthorn"
"5"	"Jose Froilan Gonzalez"
"8"	"Andre Pilette"
"13"	"Prince Bira"
"11"	"Sergio Mantovani"
"3"	"Nino Farina"
"10"	"Paul Frere"
"7"	"Jean Behra"
"4"	"Onofre Marimon"
"2"	"Jose Froilan Gonzalez"
"14"	"Jacques Swaters"
"12"	"Roberto Mieres"
