"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Carlos"	"Reutemann"	"REU"	"Williams Ford"
"2"	"Alan "	"Jones"	"JON"	"Williams Ford"
"3"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"4"	"Nelson"	"Piquet"	"PIQ"	"Brabham Ford"
"5"	"Alain"	"Prost"	"PRO"	"Renault"
"6"	"John"	"Watson"	"WAT"	"McLaren Ford"
"7"	"Patrick"	"Tambay"	"TAM"	"Ligier Matra"
"8"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"9"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"10"	"Mario"	"Andretti"	"AND"	"Alfa Romeo"
"11"	"Riccardo"	"Patrese"	"PAT"	"Arrows Ford"
"12"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"13"	"Rene"	"Arnoux"	"ARN"	"Renault"
"14"	"Andrea"	"de Cesaris"	"DEC"	"McLaren Ford"
"15"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"16"	"Hector"	"Rebaque"	"REB"	"Brabham Ford"
"17"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
"18"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"19"	"Eddie "	"Cheever"	"CHE"	"Tyrrell Ford"
"20"	"Keke"	"Rosberg"	"ROS"	"Fittipaldi Ford"
"21"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Hart"
"22"	"Derek"	"Warwick"	"WAR"	"Toleman Hart"
"23"	"Marc"	"Surer"	"SUR"	"Theodore Ford"
"24"	"Eliseo"	"Salazar"	"SAL"	"Ensign Ford"
