"position"	"driverName"	"driverSurname"	"driverInitials"	"driverTeam"
"1"	"Alain"	"Prost"	"PRO"	"Renault"
"2"	"Rene"	"Arnoux"	"ARN"	"Renault"
"3"	"Nelson"	"Piquet"	"PIQ"	"Brabham Ford"
"4"	"Alan "	"Jones"	"JON"	"Williams Ford"
"5"	"Carlos"	"Reutemann"	"REU"	"Williams Ford"
"6"	"Jacques"	"Laffite"	"LAF"	"Ligier Matra"
"7"	"Mario"	"Andretti"	"AND"	"Alfa Romeo"
"8"	"John"	"Watson"	"WAT"	"McLaren Ford"
"9"	"Elio"	"de Angelis"	"DEA"	"Lotus Ford"
"10"	"Riccardo"	"Patrese"	"PAT"	"Arrows Ford"
"11"	"Patrick"	"Tambay"	"TAM"	"Ligier Matra"
"12"	"Didier"	"Pironi"	"PIR"	"Ferrari"
"13"	"Andrea"	"de Cesaris"	"DEC"	"McLaren Ford"
"14"	"Bruno"	"Giacomelli"	"GIA"	"Alfa Romeo"
"15"	"Hector"	"Rebaque"	"REB"	"Brabham Ford"
"16"	"Gilles"	"Villeneuve"	"VIL"	"Ferrari"
"17"	"Nigel"	"Mansell"	"MAN"	"Lotus Ford"
"18"	"Jean-Pierre"	"Jarier"	"JAR"	"Osella Hart"
"19"	"Derek"	"Daly"	"DAL"	"March Ford"
"20"	"Marc"	"Surer"	"SUR"	"Theodore Ford"
"21"	"Siegfried"	"Stohr"	"STO"	"Arrows Ford"
"22"	"Eddie "	"Cheever"	"CHE"	"Tyrrell Ford"
"23"	"Slim"	"Borgudd"	"BOR"	"ATS Ford"
"24"	"Eliseo"	"Salazar"	"SAL"	"Ensign Ford"
"25"	"Michele"	"Alboreto"	"ALB"	"Tyrrell Ford"
