"positions"	"names"
"1"	"Juan Manuel Fangio"
"3"	"Luigi Musso"
"5"	"Peter Collins"
"7"	"Mike Hawthorn"
"4"	"Harry Schell"
"2"	"Jean Behra"
"15"	"Jack Brabham"
"15"	"Mike MacDowel"
"9"	"Carlos Menditeguy"
"10"	"Stuart Lewis-Evans"
"6"	"Roy Salvadori"
"12"	"Herbert MacKay-Fraser"
"8"	"Maurice Trintignant"
"13"	"Jack Brabham"
"14"	"Horace Gould"
"11"	"Ron Flockhart"
