"positions"	"names"
"2"	"Juan Manuel Fangio"
"3"	"Jean Behra"
"8"	"Carlos Menditeguy"
"9"	"Harry Schell"
"10"	"Alfonso de Portago"
"10"	"Jose Froilan Gonzalez"
"11"	"Cesare Perdisa"
"11"	"Peter Collins"
"11"	"Wolfgang von Trips"
"13"	"Jo Bonnier"
"1"	"Stirling Moss"
"12"	"Alessandro de Tomaso"
"14"	"Luigi Piotti"
"4"	"Eugenio Castellotti"
"7"	"Mike Hawthorn"
"6"	"Luigi Musso"
"5"	"Peter Collins"
