"positions"	"names"
"3"	"Tony Brooks"
""	"Stirling Moss"
"10"	"Luigi Musso"
"5"	"Mike Hawthorn"
"9"	"Maurice Trintignant"
"9"	"Peter Collins"
"15"	"Roy Salvadori"
"18"	"Bob Gerard"
"6"	"Stuart Lewis-Evans"
"19"	"Ivor Bueb"
"13"	"Jack Brabham"
"2"	"Jean Behra"
"8"	"Peter Collins"
"1"	"Stirling Moss"
""	"Tony Brooks"
"4"	"Juan Manuel Fangio"
"16"	"Jack Fairman"
"12"	"Les Leston"
"7"	"Harry Schell"
"11"	"Carlos Menditeguy"
"17"	"Jo Bonnier"
"14"	"Horace Gould"
