"positions"	"names"
"2"	"Stirling Moss"
"4"	"Juan Manuel Fangio"
"8"	"Wolfgang von Trips"
"11"	"Masten Gregory"
"12"	"Harry Schell"
"12"	"Giorgio Scarlatti"
"10"	"Mike Hawthorn"
"3"	"Tony Brooks"
"9"	"Luigi Musso"
"15"	"Paco Godia"
"18"	"Horace Gould"
"16"	"Ottorino Volonterio"
"16"	"Andre Simon"
"7"	"Peter Collins"
"1"	"Stuart Lewis-Evans"
"5"	"Jean Behra"
"14"	"Bruce Halford"
"6"	"Harry Schell"
"13"	"Jo Bonnier"
"17"	"Luigi Piotti"
